-βᾰ́της,-βᾰ́τ,-βατ,,,ᾰ,α,-βᾰ́τᾰ,-βατα,"('m',)",Vocative,Singular,True
-βᾰ́της,-βᾰ́τ,-βατ,,,ᾱ,α,-βᾰ́τᾱ,-βατα,"('m',)",Vocative,Dual,True
-βᾰ́της,-βᾰ́τ,-βατ,,,αι,αι,-βᾰ́ται,-βαται,"('m',)",Vocative,Plural,True
-είᾱ,-εί,-ει,,,ᾱ,α,-είᾱ,-εια,"('f',)",Nominative,Singular,True
-είᾱ,-εί,-ει,,,ᾱ,α,-είᾱ,-εια,"('f',)",Nominative,Dual,True
-είᾱ,-εί,-ει,,,αι,αι,-εῖαι,-ειαι,"('f',)",Nominative,Plural,False
-είᾱ,-εί,-ει,,,ᾱς,ας,-είᾱς,-ειας,"('f',)",Genitive,Singular,True
-είᾱ,-εί,-ει,,,αιν,αιν,-είαιν,-ειαιν,"('f',)",Genitive,Dual,True
-είᾱ,-εί,-ει,,,ῶν,ων,-ειῶν,-ειων,"('f',)",Genitive,Plural,False
-είᾱ,-εί,-ει,,,ᾳ,ᾳ,-είᾳ,-ειᾳ,"('f',)",Dative,Singular,True
-είᾱ,-εί,-ει,,,αιν,αιν,-είαιν,-ειαιν,"('f',)",Dative,Dual,True
-είᾱ,-εί,-ει,,,αις,αις,-είαις,-ειαις,"('f',)",Dative,Plural,True
-είᾱ,-εί,-ει,,,ᾱν,αν,-είᾱν,-ειαν,"('f',)",Accusative,Singular,True
-είᾱ,-εί,-ει,,,ᾱ,α,-είᾱ,-εια,"('f',)",Accusative,Dual,True
-είᾱ,-εί,-ει,,,ᾱς,ας,-είᾱς,-ειας,"('f',)",Accusative,Plural,True
-είᾱ,-εί,-ει,,,ᾱ,α,-είᾱ,-εια,"('f',)",Vocative,Singular,True
-είᾱ,-εί,-ει,,,ᾱ,α,-είᾱ,-εια,"('f',)",Vocative,Dual,True
-είᾱ,-εί,-ει,,,αι,αι,-εῖαι,-ειαι,"('f',)",Vocative,Plural,False
-ειᾰ,-ει,-ει,,,ᾰ,α,-ειᾰ,-εια,"('f',)",Nominative,Singular,True
-ειᾰ,-ει,-ει,,,ᾱ,α,-ειᾱ,-εια,"('f',)",Nominative,Dual,True
-ειᾰ,-ει,-ει,,,αι,αι,-ειαι,-ειαι,"('f',)",Nominative,Plural,True
-ειᾰ,-ει,-ει,,,ᾱς,ας,-ειᾱς,-ειας,"('f',)",Genitive,Singular,True
-ειᾰ,-ει,-ει,,,αιν,αιν,-ειαιν,-ειαιν,"('f',)",Genitive,Dual,True
-ειᾰ,-ει,-ει,,,ῶν,ων,-ειῶν,-ειων,"('f',)",Genitive,Plural,True
-ειᾰ,-ει,-ει,,,ᾳ,ᾳ,-ειᾳ,-ειᾳ,"('f',)",Dative,Singular,True
-ειᾰ,-ει,-ει,,,αιν,αιν,-ειαιν,-ειαιν,"('f',)",Dative,Dual,True
-ειᾰ,-ει,-ει,,,αις,αις,-ειαις,-ειαις,"('f',)",Dative,Plural,True
-ειᾰ,-ει,-ει,,,ᾰν,αν,-ειᾰν,-ειαν,"('f',)",Accusative,Singular,True
-ειᾰ,-ει,-ει,,,ᾱ,α,-ειᾱ,-εια,"('f',)",Accusative,Dual,True
-ειᾰ,-ει,-ει,,,ᾱς,ας,-ειᾱς,-ειας,"('f',)",Accusative,Plural,True
-ειᾰ,-ει,-ει,,,ᾰ,α,-ειᾰ,-εια,"('f',)",Vocative,Singular,True
-ειᾰ,-ει,-ει,,,ᾱ,α,-ειᾱ,-εια,"('f',)",Vocative,Dual,True
-ειᾰ,-ει,-ει,,,αι,αι,-ειαι,-ειαι,"('f',)",Vocative,Plural,True
-η,-,-,,,η,η,-η,-η,"('f',)",Nominative,Singular,True
-η,-,-,,,ᾱ,α,-ᾱ,-α,"('f',)",Nominative,Dual,True
-η,-,-,,,αι,αι,-αι,-αι,"('f',)",Nominative,Plural,True
-η,-,-,,,ης,ης,-ης,-ης,"('f',)",Genitive,Singular,True
-η,-,-,,,αιν,αιν,-αιν,-αιν,"('f',)",Genitive,Dual,True
-η,-,-,,,ῶν,ων,-ῶν,-ων,"('f',)",Genitive,Plural,True
-η,-,-,,,ῃ,ῃ,-ῃ,-ῃ,"('f',)",Dative,Singular,True
-η,-,-,,,αιν,αιν,-αιν,-αιν,"('f',)",Dative,Dual,True
